Pathway,escore,PathwaySize,overlap,overlapList,keep,isSignificant,Community
KEGG_VIRAL_MYOCARDITIS,0.113759726,73,1,CCND1,1,0,7
PID_E2F_PATHWAY,0.11522738,74,1,CREBBP,1,0,7
REACTOME_UNFOLDED_PROTEIN_RESPONSE,0.123983932,80,1,ATF3,1,0,7
REACTOME_P75_NTR_RECEPTOR_MEDIATED_SIGNALLING,0.125435163,81,1,RELA,1,0,7
KEGG_ERBB_SIGNALING_PATHWAY,0.134093719,87,1,JUN,1,0,7
REACTOME_SIGNALING_BY_ERBB4,0.138391767,90,1,ESR1,1,0,7
REACTOME_DOWNSTREAM_SIGNALING_EVENTS_OF_B_CELL_RECEPTOR_BCR,0.148340249,97,1,RELA,1,0,7
KEGG_GNRH_SIGNALING_PATHWAY,0.153974989,101,1,JUN,1,0,7
KEGG_MELANOGENESIS,0.155378015,102,1,CREBBP,1,0,7
REACTOME_PPARA_ACTIVATES_GENE_EXPRESSION,0.158177303,104,1,CREBBP,1,0,7
PID_ERBB1_DOWNSTREAM_PATHWAY,0.159573571,105,1,JUN,1,0,7
REACTOME_SIGNALING_BY_ILS,0.162359373,107,1,RELA,1,0,7
REACTOME_S_PHASE,0.16513622,109,1,CCND1,1,0,7
REACTOME_DNA_REPAIR,0.16928476,112,1,TDG,1,0,7
REACTOME_CELL_CYCLE_CHECKPOINTS,0.185679922,124,1,TP53,1,0,7
REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,0.188381766,126,1,RELA,1,0,7
PID_PDGFRBPATHWAY,0.192418241,129,1,JUN,1,0,7
REACTOME_DIABETES_PATHWAYS,0.197769936,133,1,ATF3,1,0,7
REACTOME_MITOTIC_G1_G1_S_PHASES,0.203087235,137,1,CCND1,1,0,7
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS,0.20441121,138,1,PML,1,0,7
REACTOME_APOPTOSIS,0.217534192,148,1,TP53,1,0,7
REACTOME_INTERFERON_SIGNALING,0.231727041,159,1,PML,1,0,7
REACTOME_FATTY_ACID_TRIACYLGLYCEROL_AND_KETONE_BODY_METABOLISM,0.243153396,168,1,CREBBP,1,0,7
KEGG_CHEMOKINE_SIGNALING_PATHWAY,0.270395086,190,1,RELA,1,0,7
REACTOME_SIGNALLING_BY_NGF,0.302530494,217,1,RELA,1,0,7
